epoch,batch_idx,subject,session,processing_time_seconds,batch_processing_time_seconds,phase
1,47,subject-62,session-01,0.01148688793182373,0.02297377586364746,training
1,47,subject-34,session-01,0.01148688793182373,0.02297377586364746,training
1,48,subject-39,session-06,0.012383580207824707,0.024767160415649414,training
1,48,subject-38,session-00,0.012383580207824707,0.024767160415649414,training
1,49,subject-23,session-01,0.011464715003967285,0.02292943000793457,training
1,49,subject-11,session-00,0.011464715003967285,0.02292943000793457,training
1,50,subject-16,session-03,0.011445879936218262,0.022891759872436523,training
1,50,subject-07,session-03,0.011445879936218262,0.022891759872436523,training
1,51,subject-06,session-00,0.0114823579788208,0.0229647159576416,training
1,51,subject-22,session-01,0.0114823579788208,0.0229647159576416,training
1,52,subject-01,session-05,0.011489152908325195,0.02297830581665039,training
1,52,subject-53,session-05,0.011489152908325195,0.02297830581665039,training
1,53,subject-38,session-02,0.011463284492492676,0.02292656898498535,training
1,53,subject-05,session-06,0.011463284492492676,0.02292656898498535,training
1,54,subject-08,session-01,0.01141202449798584,0.02282404899597168,training
1,54,subject-07,session-05,0.01141202449798584,0.02282404899597168,training
1,55,subject-33,session-05,0.01144111156463623,0.02288222312927246,training
1,55,subject-53,session-04,0.01144111156463623,0.02288222312927246,training
1,56,subject-54,session-01,0.011827230453491211,0.023654460906982422,training
1,56,subject-31,session-02,0.011827230453491211,0.023654460906982422,training
1,57,subject-56,session-03,0.011476397514343262,0.022952795028686523,training
1,57,subject-16,session-00,0.011476397514343262,0.022952795028686523,training
1,58,subject-59,session-05,0.01144707202911377,0.02289414405822754,training
1,58,subject-55,session-06,0.01144707202911377,0.02289414405822754,training
1,59,subject-39,session-04,0.011458873748779297,0.022917747497558594,training
1,59,subject-38,session-04,0.011458873748779297,0.022917747497558594,training
1,60,subject-50,session-00,0.011450648307800293,0.022901296615600586,training
1,60,subject-54,session-03,0.011450648307800293,0.022901296615600586,training
1,61,subject-22,session-02,0.011420130729675293,0.022840261459350586,training
1,61,subject-22,session-00,0.011420130729675293,0.022840261459350586,training
1,62,subject-18,session-02,0.011409401893615723,0.022818803787231445,training
1,62,subject-46,session-03,0.011409401893615723,0.022818803787231445,training
1,63,subject-34,session-00,0.01145017147064209,0.02290034294128418,training
1,63,subject-29,session-03,0.01145017147064209,0.02290034294128418,training
1,64,subject-11,session-04,0.011452555656433105,0.02290511131286621,training
1,64,subject-08,session-02,0.011452555656433105,0.02290511131286621,training
1,65,subject-31,session-03,0.011668801307678223,0.023337602615356445,training
1,65,subject-28,session-02,0.011668801307678223,0.023337602615356445,training
1,66,subject-67,session-00,0.01194155216217041,0.02388310432434082,training
1,66,subject-04,session-01,0.01194155216217041,0.02388310432434082,training
1,67,subject-29,session-00,0.011702656745910645,0.02340531349182129,training
1,67,subject-56,session-04,0.011702656745910645,0.02340531349182129,training
1,68,subject-07,session-00,0.011585474014282227,0.023170948028564453,training
1,68,subject-16,session-04,0.011585474014282227,0.023170948028564453,training
1,69,subject-36,session-01,0.011485576629638672,0.022971153259277344,training
1,69,subject-07,session-01,0.011485576629638672,0.022971153259277344,training
1,70,subject-01,session-06,0.011492729187011719,0.022985458374023438,training
1,70,subject-29,session-02,0.011492729187011719,0.022985458374023438,training
1,71,subject-02,session-02,0.011452317237854004,0.022904634475708008,training
1,71,subject-26,session-01,0.011452317237854004,0.022904634475708008,training
1,72,subject-27,session-00,0.011471867561340332,0.022943735122680664,training
1,72,subject-36,session-02,0.011471867561340332,0.022943735122680664,training
1,73,subject-05,session-07,0.011905193328857422,0.023810386657714844,training
1,73,subject-56,session-02,0.011905193328857422,0.023810386657714844,training
1,74,subject-07,session-02,0.011563420295715332,0.023126840591430664,training
1,74,subject-11,session-02,0.011563420295715332,0.023126840591430664,training
1,75,subject-39,session-00,0.01143944263458252,0.02287888526916504,training
1,75,subject-45,session-06,0.01143944263458252,0.02287888526916504,training
1,76,subject-23,session-00,0.011471390724182129,0.022942781448364258,training
1,76,subject-15,session-00,0.011471390724182129,0.022942781448364258,training
1,77,subject-06,session-03,0.011480569839477539,0.022961139678955078,training
1,77,subject-43,session-01,0.011480569839477539,0.022961139678955078,training
1,78,subject-43,session-03,0.012740254402160645,0.02548050880432129,training
1,78,subject-56,session-00,0.012740254402160645,0.02548050880432129,training
1,79,subject-58,session-00,0.011563539505004883,0.023127079010009766,training
1,79,subject-59,session-00,0.011563539505004883,0.023127079010009766,training
1,80,subject-48,session-05,0.01145172119140625,0.0229034423828125,training
1,80,subject-17,session-00,0.01145172119140625,0.0229034423828125,training
1,81,subject-53,session-00,0.011457681655883789,0.022915363311767578,training
1,81,subject-11,session-03,0.011457681655883789,0.022915363311767578,training
1,82,subject-01,session-09,0.01251828670501709,0.02503657341003418,training
1,82,subject-47,session-02,0.01251828670501709,0.02503657341003418,training
1,83,subject-06,session-04,0.01145327091217041,0.02290654182434082,training
1,83,subject-16,session-01,0.01145327091217041,0.02290654182434082,training
1,84,subject-50,session-05,0.011497855186462402,0.022995710372924805,training
1,84,subject-41,session-01,0.011497855186462402,0.022995710372924805,training
1,85,subject-33,session-01,0.011445045471191406,0.022890090942382812,training
1,85,subject-54,session-02,0.011445045471191406,0.022890090942382812,training
1,86,subject-55,session-05,0.011434078216552734,0.02286815643310547,training
1,86,subject-33,session-02,0.011434078216552734,0.02286815643310547,training
1,87,subject-04,session-02,0.011444687843322754,0.022889375686645508,training
1,87,subject-62,session-00,0.011444687843322754,0.022889375686645508,training
1,88,subject-06,session-06,0.011453628540039062,0.022907257080078125,training
1,88,subject-13,session-04,0.011453628540039062,0.022907257080078125,training
1,89,subject-43,session-00,0.011508345603942871,0.023016691207885742,training
1,89,subject-37,session-00,0.011508345603942871,0.023016691207885742,training
1,90,subject-04,session-00,0.011836647987365723,0.023673295974731445,training
1,90,subject-51,session-03,0.011836647987365723,0.023673295974731445,training
1,91,subject-40,session-00,0.011565089225769043,0.023130178451538086,training
1,91,subject-08,session-03,0.011565089225769043,0.023130178451538086,training
1,92,subject-21,session-02,0.011449098587036133,0.022898197174072266,training
1,92,subject-01,session-02,0.011449098587036133,0.022898197174072266,training
1,93,subject-51,session-02,0.011377215385437012,0.022754430770874023,training
1,93,subject-45,session-03,0.011377215385437012,0.022754430770874023,training
1,94,subject-53,session-01,0.011458516120910645,0.02291703224182129,training
1,94,subject-48,session-01,0.011458516120910645,0.02291703224182129,training
1,95,subject-55,session-03,0.011429429054260254,0.022858858108520508,training
1,95,subject-16,session-02,0.011429429054260254,0.022858858108520508,training
1,96,subject-54,session-06,0.011422157287597656,0.022844314575195312,training
1,96,subject-01,session-12,0.011422157287597656,0.022844314575195312,training
1,97,subject-01,session-04,0.011414885520935059,0.022829771041870117,training
1,97,subject-39,session-07,0.011414885520935059,0.022829771041870117,training
1,98,subject-45,session-07,0.011411070823669434,0.022822141647338867,training
1,98,subject-26,session-00,0.011411070823669434,0.022822141647338867,training
1,99,subject-11,session-01,0.011503219604492188,0.023006439208984375,training
1,99,subject-02,session-01,0.011503219604492188,0.023006439208984375,training
1,100,subject-50,session-02,0.011507868766784668,0.023015737533569336,training
1,100,subject-45,session-04,0.011507868766784668,0.023015737533569336,training
1,101,subject-51,session-00,0.012023687362670898,0.024047374725341797,training
1,101,subject-46,session-01,0.012023687362670898,0.024047374725341797,training
1,102,subject-57,session-02,0.011330366134643555,0.02266073226928711,training
1,102,subject-05,session-04,0.011330366134643555,0.02266073226928711,training
1,103,subject-50,session-06,0.011353015899658203,0.022706031799316406,training
1,103,subject-17,session-02,0.011353015899658203,0.022706031799316406,training
1,104,subject-48,session-04,0.011449575424194336,0.022899150848388672,training
1,104,subject-05,session-00,0.011449575424194336,0.022899150848388672,training
1,105,subject-15,session-02,0.01139676570892334,0.02279353141784668,training
1,105,subject-41,session-02,0.01139676570892334,0.02279353141784668,training
1,106,subject-51,session-06,0.011393904685974121,0.022787809371948242,training
1,106,subject-33,session-03,0.011393904685974121,0.022787809371948242,training
1,107,subject-10,session-06,0.01138770580291748,0.02277541160583496,training
1,107,subject-13,session-00,0.01138770580291748,0.02277541160583496,training
1,108,subject-10,session-00,0.011879444122314453,0.023758888244628906,training
1,108,subject-41,session-00,0.011879444122314453,0.023758888244628906,training
1,0,subject-14,session-00,0.011045575141906738,0.022091150283813477,validation
1,0,subject-52,session-00,0.011045575141906738,0.022091150283813477,validation
1,1,subject-35,session-04,0.009124279022216797,0.018248558044433594,validation
1,1,subject-24,session-06,0.009124279022216797,0.018248558044433594,validation
1,2,subject-44,session-01,0.00925600528717041,0.01851201057434082,validation
1,2,subject-24,session-03,0.00925600528717041,0.01851201057434082,validation
1,3,subject-00,session-03,0.010038614273071289,0.020077228546142578,validation
1,3,subject-03,session-01,0.010038614273071289,0.020077228546142578,validation
1,4,subject-00,session-01,0.008890867233276367,0.017781734466552734,validation
1,4,subject-35,session-05,0.008890867233276367,0.017781734466552734,validation
1,5,subject-00,session-00,0.007715821266174316,0.015431642532348633,validation
1,5,subject-24,session-05,0.007715821266174316,0.015431642532348633,validation
1,6,subject-65,session-00,0.0076705217361450195,0.015341043472290039,validation
1,6,subject-35,session-02,0.0076705217361450195,0.015341043472290039,validation
1,7,subject-64,session-01,0.009075045585632324,0.01815009117126465,validation
1,7,subject-03,session-00,0.009075045585632324,0.01815009117126465,validation
1,8,subject-42,session-00,0.008897662162780762,0.017795324325561523,validation
1,8,subject-35,session-03,0.008897662162780762,0.017795324325561523,validation
1,9,subject-32,session-01,0.008877038955688477,0.017754077911376953,validation
1,9,subject-42,session-01,0.008877038955688477,0.017754077911376953,validation
1,10,subject-66,session-00,0.009405970573425293,0.018811941146850586,validation
1,10,subject-14,session-01,0.009405970573425293,0.018811941146850586,validation
1,11,subject-49,session-00,0.008984208106994629,0.017968416213989258,validation
1,11,subject-24,session-00,0.008984208106994629,0.017968416213989258,validation
1,12,subject-24,session-02,0.009015798568725586,0.018031597137451172,validation
1,12,subject-24,session-01,0.009015798568725586,0.018031597137451172,validation
1,13,subject-00,session-02,0.008827567100524902,0.017655134201049805,validation
1,13,subject-52,session-01,0.008827567100524902,0.017655134201049805,validation
1,14,subject-49,session-01,0.008964061737060547,0.017928123474121094,validation
1,14,subject-35,session-01,0.008964061737060547,0.017928123474121094,validation
1,15,subject-14,session-02,0.009221315383911133,0.018442630767822266,validation
1,15,subject-32,session-00,0.009221315383911133,0.018442630767822266,validation
1,16,subject-44,session-00,0.025477886199951172,0.050955772399902344,validation
1,16,subject-24,session-04,0.025477886199951172,0.050955772399902344,validation
1,17,subject-35,session-00,0.06851434707641602,0.06851434707641602,validation
2,0,subject-01,session-00,0.014346718788146973,0.028693437576293945,training
2,0,subject-18,session-02,0.014346718788146973,0.028693437576293945,training
2,1,subject-05,session-07,0.0023925304412841797,0.004785060882568359,training
2,1,subject-08,session-02,0.0023925304412841797,0.004785060882568359,training
2,2,subject-56,session-02,0.00234377384185791,0.00468754768371582,training
2,2,subject-43,session-00,0.00234377384185791,0.00468754768371582,training
2,3,subject-46,session-03,0.0022791624069213867,0.0045583248138427734,training
2,3,subject-57,session-02,0.0022791624069213867,0.0045583248138427734,training
2,4,subject-13,session-04,0.00223696231842041,0.00447392463684082,training
2,4,subject-55,session-02,0.00223696231842041,0.00447392463684082,training
2,5,subject-22,session-01,0.002256035804748535,0.00451207160949707,training
2,5,subject-30,session-00,0.002256035804748535,0.00451207160949707,training
2,6,subject-53,session-03,0.002250075340270996,0.004500150680541992,training
2,6,subject-08,session-01,0.002250075340270996,0.004500150680541992,training
2,7,subject-55,session-06,0.0022350549697875977,0.004470109939575195,training
2,7,subject-48,session-05,0.0022350549697875977,0.004470109939575195,training
2,8,subject-31,session-03,0.002217531204223633,0.004435062408447266,training
2,8,subject-48,session-01,0.002217531204223633,0.004435062408447266,training
2,9,subject-33,session-03,0.0022482872009277344,0.004496574401855469,training
2,9,subject-01,session-08,0.0022482872009277344,0.004496574401855469,training
2,10,subject-56,session-00,0.0022242069244384766,0.004448413848876953,training
2,10,subject-06,session-03,0.0022242069244384766,0.004448413848876953,training
2,11,subject-45,session-01,0.002255082130432129,0.004510164260864258,training
2,11,subject-46,session-01,0.002255082130432129,0.004510164260864258,training
2,12,subject-38,session-00,0.0022238492965698242,0.0044476985931396484,training
2,12,subject-23,session-01,0.0022238492965698242,0.0044476985931396484,training
2,13,subject-05,session-05,0.0022296905517578125,0.004459381103515625,training
2,13,subject-62,session-03,0.0022296905517578125,0.004459381103515625,training
2,14,subject-19,session-00,0.002211332321166992,0.004422664642333984,training
2,14,subject-41,session-01,0.002211332321166992,0.004422664642333984,training
2,15,subject-56,session-04,0.002305746078491211,0.004611492156982422,training
2,15,subject-33,session-01,0.002305746078491211,0.004611492156982422,training
2,16,subject-16,session-01,0.002224564552307129,0.004449129104614258,training
2,16,subject-02,session-01,0.002224564552307129,0.004449129104614258,training
2,17,subject-51,session-03,0.002214193344116211,0.004428386688232422,training
2,17,subject-40,session-01,0.002214193344116211,0.004428386688232422,training
2,18,subject-11,session-00,0.0022357702255249023,0.004471540451049805,training
2,18,subject-05,session-04,0.0022357702255249023,0.004471540451049805,training
2,19,subject-02,session-00,0.002598285675048828,0.005196571350097656,training
2,19,subject-21,session-00,0.002598285675048828,0.005196571350097656,training
2,20,subject-01,session-10,0.0021964311599731445,0.004392862319946289,training
2,20,subject-05,session-03,0.0021964311599731445,0.004392862319946289,training
2,21,subject-50,session-06,0.0023080110549926758,0.0046160221099853516,training
2,21,subject-08,session-00,0.0023080110549926758,0.0046160221099853516,training
2,22,subject-06,session-06,0.002875804901123047,0.005751609802246094,training
2,22,subject-01,session-01,0.002875804901123047,0.005751609802246094,training
2,23,subject-05,session-00,0.002369403839111328,0.004738807678222656,training
2,23,subject-07,session-03,0.002369403839111328,0.004738807678222656,training
2,24,subject-56,session-01,0.002394556999206543,0.004789113998413086,training
2,24,subject-18,session-00,0.002394556999206543,0.004789113998413086,training
2,25,subject-11,session-01,0.0023345947265625,0.004669189453125,training
2,25,subject-46,session-02,0.0023345947265625,0.004669189453125,training
2,26,subject-05,session-02,0.0022503137588500977,0.004500627517700195,training
2,26,subject-30,session-01,0.0022503137588500977,0.004500627517700195,training
2,27,subject-62,session-02,0.002370119094848633,0.004740238189697266,training
2,27,subject-22,session-00,0.002370119094848633,0.004740238189697266,training
2,28,subject-54,session-06,0.002319931983947754,0.004639863967895508,training
2,28,subject-38,session-04,0.002319931983947754,0.004639863967895508,training
2,29,subject-29,session-01,0.0022041797637939453,0.004408359527587891,training
2,29,subject-13,session-00,0.0022041797637939453,0.004408359527587891,training
2,30,subject-06,session-04,0.0021867752075195312,0.0043735504150390625,training
2,30,subject-15,session-01,0.0021867752075195312,0.0043735504150390625,training
2,31,subject-56,session-03,0.0024726390838623047,0.004945278167724609,training
2,31,subject-55,session-01,0.0024726390838623047,0.004945278167724609,training
2,32,subject-22,session-02,0.00219881534576416,0.00439763069152832,training
2,32,subject-01,session-13,0.00219881534576416,0.00439763069152832,training
2,33,subject-27,session-01,0.0021886825561523438,0.0043773651123046875,training
2,33,subject-28,session-01,0.0021886825561523438,0.0043773651123046875,training
2,34,subject-11,session-04,0.0021892786026000977,0.004378557205200195,training
2,34,subject-23,session-00,0.0021892786026000977,0.004378557205200195,training
2,35,subject-43,session-03,0.002270817756652832,0.004541635513305664,training
2,35,subject-18,session-01,0.002270817756652832,0.004541635513305664,training
2,36,subject-06,session-05,0.002221345901489258,0.004442691802978516,training
2,36,subject-54,session-03,0.002221345901489258,0.004442691802978516,training
2,37,subject-55,session-04,0.002359747886657715,0.00471949577331543,training
2,37,subject-17,session-01,0.002359747886657715,0.00471949577331543,training
2,38,subject-08,session-03,0.002486109733581543,0.004972219467163086,training
2,38,subject-21,session-01,0.002486109733581543,0.004972219467163086,training
2,39,subject-67,session-01,0.003378748893737793,0.006757497787475586,training
2,39,subject-25,session-00,0.003378748893737793,0.006757497787475586,training
2,40,subject-36,session-00,0.0025370121002197266,0.005074024200439453,training
2,40,subject-16,session-04,0.0025370121002197266,0.005074024200439453,training
2,41,subject-16,session-00,0.002300858497619629,0.004601716995239258,training
2,41,subject-45,session-05,0.002300858497619629,0.004601716995239258,training
2,42,subject-47,session-02,0.002268552780151367,0.004537105560302734,training
2,42,subject-50,session-02,0.002268552780151367,0.004537105560302734,training
2,43,subject-36,session-04,0.00252687931060791,0.00505375862121582,training
2,43,subject-45,session-04,0.00252687931060791,0.00505375862121582,training
2,44,subject-26,session-00,0.002214789390563965,0.00442957878112793,training
2,44,subject-53,session-00,0.002214789390563965,0.00442957878112793,training
2,45,subject-01,session-12,0.00224149227142334,0.00448298454284668,training
2,45,subject-01,session-04,0.00224149227142334,0.00448298454284668,training
2,46,subject-13,session-02,0.0021789073944091797,0.004357814788818359,training
2,46,subject-54,session-04,0.0021789073944091797,0.004357814788818359,training
2,47,subject-16,session-02,0.0023566484451293945,0.004713296890258789,training
2,47,subject-01,session-03,0.0023566484451293945,0.004713296890258789,training
2,48,subject-10,session-00,0.002368330955505371,0.004736661911010742,training
2,48,subject-59,session-05,0.002368330955505371,0.004736661911010742,training
2,49,subject-36,session-02,0.0022122859954833984,0.004424571990966797,training
2,49,subject-39,session-07,0.0022122859954833984,0.004424571990966797,training
2,50,subject-45,session-07,0.002404332160949707,0.004808664321899414,training
2,50,subject-04,session-02,0.002404332160949707,0.004808664321899414,training
2,51,subject-45,session-02,0.0022257566452026367,0.0044515132904052734,training
2,51,subject-50,session-04,0.0022257566452026367,0.0044515132904052734,training
2,52,subject-04,session-00,0.0024847984313964844,0.004969596862792969,training
2,52,subject-50,session-03,0.0024847984313964844,0.004969596862792969,training
2,53,subject-47,session-01,0.002272963523864746,0.004545927047729492,training
2,53,subject-67,session-00,0.002272963523864746,0.004545927047729492,training
2,54,subject-50,session-01,0.0022177696228027344,0.004435539245605469,training
2,54,subject-33,session-06,0.0022177696228027344,0.004435539245605469,training
2,55,subject-51,session-00,0.002264857292175293,0.004529714584350586,training
2,55,subject-39,session-05,0.002264857292175293,0.004529714584350586,training
2,56,subject-28,session-02,0.0022307634353637695,0.004461526870727539,training
2,56,subject-11,session-05,0.0022307634353637695,0.004461526870727539,training
2,57,subject-48,session-00,0.002186894416809082,0.004373788833618164,training
2,57,subject-53,session-02,0.002186894416809082,0.004373788833618164,training
2,58,subject-21,session-02,0.0022068023681640625,0.004413604736328125,training
2,58,subject-36,session-01,0.0022068023681640625,0.004413604736328125,training
2,59,subject-31,session-00,0.002222418785095215,0.00444483757019043,training
2,59,subject-17,session-00,0.002222418785095215,0.00444483757019043,training
2,60,subject-29,session-02,0.002736330032348633,0.005472660064697266,training
2,60,subject-09,session-00,0.002736330032348633,0.005472660064697266,training
2,61,subject-51,session-04,0.002211928367614746,0.004423856735229492,training
2,61,subject-01,session-06,0.002211928367614746,0.004423856735229492,training
2,62,subject-11,session-03,0.0022687911987304688,0.0045375823974609375,training
2,62,subject-09,session-01,0.0022687911987304688,0.0045375823974609375,training
2,63,subject-47,session-00,0.002218484878540039,0.004436969757080078,training
2,63,subject-07,session-05,0.002218484878540039,0.004436969757080078,training
2,64,subject-20,session-00,0.002265453338623047,0.004530906677246094,training
2,64,subject-43,session-02,0.002265453338623047,0.004530906677246094,training
2,65,subject-54,session-01,0.0022341012954711914,0.004468202590942383,training
2,65,subject-28,session-00,0.0022341012954711914,0.004468202590942383,training
2,66,subject-01,session-05,0.0022202730178833008,0.0044405460357666016,training
2,66,subject-58,session-05,0.0022202730178833008,0.0044405460357666016,training
2,67,subject-16,session-03,0.0022181272506713867,0.0044362545013427734,training
2,67,subject-45,session-03,0.0022181272506713867,0.0044362545013427734,training
2,68,subject-55,session-05,0.0023447275161743164,0.004689455032348633,training
2,68,subject-17,session-02,0.0023447275161743164,0.004689455032348633,training
2,69,subject-27,session-00,0.0022515058517456055,0.004503011703491211,training
2,69,subject-46,session-00,0.0022515058517456055,0.004503011703491211,training
2,70,subject-06,session-02,0.0024584531784057617,0.0049169063568115234,training
2,70,subject-54,session-00,0.0024584531784057617,0.0049169063568115234,training
2,71,subject-07,session-00,0.0022630691528320312,0.0045261383056640625,training
2,71,subject-01,session-02,0.0022630691528320312,0.0045261383056640625,training
2,72,subject-02,session-03,0.002202153205871582,0.004404306411743164,training
2,72,subject-41,session-02,0.002202153205871582,0.004404306411743164,training
2,73,subject-13,session-03,0.002381563186645508,0.004763126373291016,training
2,73,subject-50,session-00,0.002381563186645508,0.004763126373291016,training
2,74,subject-51,session-07,0.0022115707397460938,0.0044231414794921875,training
2,74,subject-63,session-00,0.0022115707397460938,0.0044231414794921875,training
2,75,subject-58,session-00,0.002451658248901367,0.004903316497802734,training
2,75,subject-07,session-01,0.002451658248901367,0.004903316497802734,training
2,76,subject-31,session-02,0.002204298973083496,0.004408597946166992,training
2,76,subject-54,session-02,0.002204298973083496,0.004408597946166992,training
2,77,subject-29,session-03,0.002200484275817871,0.004400968551635742,training
2,77,subject-43,session-01,0.002200484275817871,0.004400968551635742,training
2,78,subject-37,session-01,0.002435445785522461,0.004870891571044922,training
2,78,subject-51,session-01,0.002435445785522461,0.004870891571044922,training
2,79,subject-37,session-00,0.002225041389465332,0.004450082778930664,training
2,79,subject-39,session-04,0.002225041389465332,0.004450082778930664,training
2,80,subject-39,session-00,0.0022139549255371094,0.004427909851074219,training
2,80,subject-26,session-01,0.0022139549255371094,0.004427909851074219,training
2,81,subject-39,session-03,0.0022394657135009766,0.004478931427001953,training
2,81,subject-04,session-01,0.0022394657135009766,0.004478931427001953,training
